Preferred scientific name,International common name,Taxonomic group,ISC content,CPC content,Datasheet Type,Domain,Kingdom,Phylum,Class,Order,Family,Invasive Somewhere,Total number of presence records,Number of presence records in neighbouring countries/states,Number of presence records countries/states with matching climate,Total Hosts,Habitats,Plant parts in trade,Pathways,Datasheet URL(s)
Antigastra catalaunalis,sesame webworm,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,,99,0,64,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/5750
Antonina graminis,rhodes grass scale,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,,17,0,4,5,no data,no data,no data,https://www.cabi.org/cpc/datasheet/5760
Anubias afzelii,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Arales,Araceae,invasive,4,0,3,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112320
Anystis baccarum,whirligig mite,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Arachnida,,Anystidae,,21,0,10,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/5843
Aphaenogaster senilis,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,invasive,6,0,2,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112333
Aphasmatylenchus straturatus,,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Nematoda,,,Hoplolaimidae,,1,0,1,6,no data,,,https://www.cabi.org/cpc/datasheet/6118
Aphelenchoides arachidis,groundnut testa nematode,Invertebrates,Full datasheet,Full datasheet,"pest,invasiveSpecies",Eukaryota,Metazoa,Nematoda,,Aphelenchida,Aphelenchoididae,invasive,3,0,2,6,no data,,,https://www.cabi.org/cpc/datasheet/6377; https://www.cabi.org/isc/datasheet/6377
Aphelenchus avenae,fungivorous nematode,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Nematoda,,Aphelenchida,Aphelenchidae,,11,0,8,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/6370
Aphis hederae,,Invertebrates,,Basic datasheet,"pest,vectorOfPlantPest",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,,3,0,0,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/6206
Aphis pomi,apple aphid,Invertebrates,,Full datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,,110,1,49,27,no data,no data,no data,https://www.cabi.org/cpc/datasheet/6215
Apiognomonia veneta,sycamore anthracnose,Fungi/Chromista,,Full datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,,28,0,14,10,no data,,no data,https://www.cabi.org/cpc/datasheet/25552
Apion soleatum,cotton stem weevil,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Apionidae,,4,0,4,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/6344
Apomecyna binubila,pumpkin stem borer,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Cerambycidae,,11,0,11,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/6467
Aponogeton desertorum,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Hydrocharitales,Aponogetonaceae,invasive,4,0,3,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112364
Aporia crataegi,black-veined white,Invertebrates,,Full datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pieridae,,68,0,20,25,no data,,,https://www.cabi.org/cpc/datasheet/6479
Apple chat fruit disease,apple chat fruit,Diseases of unknown aetiology,,Full datasheet,pest,Diseases of unknown aetiology,,,,,,,20,0,6,2,no data,,no data,https://www.cabi.org/cpc/datasheet/6076
Apple chlorotic leaf spot virus,apricot butteratura,Viruses,,Full datasheet,"pest,naturalEnemy",Virus,,,,Tymovirales,Betaflexiviridae,,102,0,47,25,no data,,no data,https://www.cabi.org/cpc/datasheet/6077
Apple ringspot disease,Granny Smith ring spot,Viruses,,Full datasheet,pest,Virus,,,,,,,13,0,8,1,no data,,no data,https://www.cabi.org/cpc/datasheet/6556
Apple rubbery wood phytoplasma,apple rubbery wood,Bacteria,,Full datasheet,pest,Bacteria,,Firmicutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,,35,0,15,6,no data,,no data,https://www.cabi.org/cpc/datasheet/6557
Apple stem pitting virus,apple Spy 227 epinasty & decline,Viruses,,Full datasheet,"pest,naturalEnemy",Virus,,,,Tymovirales,Betaflexiviridae,,72,0,36,11,no data,no data,no data,https://www.cabi.org/cpc/datasheet/44667
Aproaerema modicella,groundnut leaf miner,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Gelechiidae,,33,0,29,14,no data,no data,no data,https://www.cabi.org/cpc/datasheet/6548
Aptenia lancifolia,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Caryophyllales,Aizoaceae,invasive,2,0,2,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112380
Arabis mosaic virus,hop bare-bine,Viruses,,Full datasheet,pest,Virus,,,,Picornavirales,Secoviridae,,74,0,29,48,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7008
Arceuthobium oxycedri,juniper dwarf mistletoe,Plants,Full datasheet,Full datasheet,"pest,invasiveSpecies",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Santalales,Viscaceae,invasive,30,0,19,5,,no data,no data,https://www.cabi.org/cpc/datasheet/6851; https://www.cabi.org/isc/datasheet/6851
Arctotheca calendula,capeweed,Plants,Full datasheet,Full datasheet,"crop,pest,hostPlant,invasiveSpecies",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,37,0,14,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/6729; https://www.cabi.org/isc/datasheet/6729
Arcuatula senhousia,Asian date mussel,Invertebrates,Full datasheet,,invasiveSpecies,Eukaryota,Metazoa,Mollusca,Bivalvia,Mytiloida,Mytilidae,invasive,43,0,25,0,,no data,,https://www.cabi.org/isc/datasheet/107753
Areca catechu,betelnut palm,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant,crop",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Arecales,Arecaceae,invasive,21,0,16,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/6981; https://www.cabi.org/isc/datasheet/6981
Arenaria montana,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Caryophyllales,Caryophyllaceae,invasive,5,0,2,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112403
Arenga pinnata,sugar palm,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant,crop",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Arecales,Arecaceae,invasive,15,0,15,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/3568; https://www.cabi.org/isc/datasheet/3568
Argemone ochroleuca,pale Mexican pricklypoppy,Plants,Full datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Papaverales,Papaveraceae,invasive,46,0,29,8,,no data,,https://www.cabi.org/isc/datasheet/112405
Armillaria heimii,armillaria root rot,Fungi/Chromista,,Full datasheet,"pest,naturalEnemy",Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,,17,0,17,30,no data,,no data,https://www.cabi.org/cpc/datasheet/6998
Armillaria mellea,armillaria root rot,Fungi/Chromista,,Full datasheet,"pest,naturalEnemy",Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,,84,0,45,145,no data,,no data,https://www.cabi.org/cpc/datasheet/7002
Arrhenatherum elatius,false oat-grass,Plants,Full datasheet,Full datasheet,"crop,pest,hostPlant,invasiveSpecies",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,146,2,67,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7065; https://www.cabi.org/isc/datasheet/7065
Artemia,brine shrimp,Invertebrates,Full datasheet,,"invasiveSpecies,hostAnimal",Eukaryota,Metazoa,Arthropoda,Branchiopoda,Anostraca,Artemiidae,invasive,118,0,69,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/103886
Artemisia vulgaris,mugwort,Plants,,Full datasheet,"crop,pest,hostPlant",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,,36,0,18,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7108
Arterivirus,,Viruses,Full datasheet,,invasiveSpecies,Virus,,,,Nidovirales,Arteriviridae,invasive,174,0,12,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/68598
Artichoke mottled crinkle virus,,Viruses,,Full datasheet,pest,Virus,,,,,Tombusviridae,,5,0,2,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/3936
Artocarpus heterophyllus,jackfruit,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant,crop",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Urticales,Moraceae,invasive,18,0,14,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/1832; https://www.cabi.org/isc/datasheet/1832
Ascochyta gossypii,ascochyta blight of cotton,Fungi/Chromista,,Full datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,63,2,54,3,no data,,no data,https://www.cabi.org/cpc/datasheet/7310
Ascochyta pisi,blight: pea,Fungi/Chromista,,Full datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,98,0,60,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7332
Aspavia armigera,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pentatomidae,,2,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7412
Aspergillus flavus,Aspergillus ear rot,Fungi/Chromista,,Full datasheet,"pest,naturalEnemy",Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,,112,2,80,51,no data,,no data,https://www.cabi.org/cpc/datasheet/7432
Aspergillus fumigatus,,Fungi/Chromista,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,,18,1,10,18,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7436
Aspergillus terreus,,Fungi/Chromista,,Full datasheet,"pest,naturalEnemy",Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,,14,1,11,15,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7459
Asphondylia sesami,simsim gall midge,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Cecidomyiidae,,8,0,5,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7473
Aspidiella hartii,yam scale,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Diaspididae,,36,0,35,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7490
Aspidimorpha angolensis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,3,0,2,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/120060
Aspidimorpha cincta,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,invasive,4,0,3,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112490
Aspidiotus nerii,Oleander scale,Invertebrates,,Full datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Diaspididae,,76,0,41,34,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7418
Astatoreochromis alluaudi,Alluaud's haplo,Vertebrates,Full datasheet,,invasiveSpecies,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,invasive,10,0,6,0,,no data,no data,https://www.cabi.org/isc/datasheet/120150
Asterodiaspis quercicola,golden oak scale,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Asterolecaniidae,,8,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7362
Asterolecanium coffeae,star scale,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Asterolecaniidae,,2,0,2,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7613
Astragalus crenatus,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Fabales,Fabaceae,invasive,20,0,7,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112519
Atherigona naqvii,shootfly,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Muscidae,,21,0,15,6,no data,no data,,https://www.cabi.org/cpc/datasheet/7730
Atherigona oryzae,rice shoot fly,Invertebrates,,Full datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Muscidae,,57,0,51,21,no data,,,https://www.cabi.org/cpc/datasheet/7732
Atherigona pulla,,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Muscidae,,28,0,18,12,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7734
Atherigona soccata,sorghum stem fly,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Muscidae,,48,0,37,34,no data,,no data,https://www.cabi.org/cpc/datasheet/7737
Atriplex semibaccata,Australian saltbush,Plants,Full datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Caryophyllales,Chenopodiaceae,invasive,44,0,21,0,,no data,,https://www.cabi.org/isc/datasheet/7903
Aulacaspis tegalensis,sugarcane scale,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Diaspididae,,19,0,18,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/12868
Aulacophora foveicollis,red pumpkin beetle,Invertebrates,,Full datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,73,0,54,12,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7922
Aulacorthum circumflexum,crescent-marked lily aphid,Invertebrates,,Basic datasheet,"pest,vectorOfPlantPest",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,,4,0,0,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/35635
Aulacorthum solani,foxglove aphid,Invertebrates,,Full datasheet,"pest,naturalEnemy,vectorOfPlantPest",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,,68,0,35,36,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7961
Aureobasidium iranianum,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,,1,0,0,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/82252439
Aurifilum marmelostoma,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,,1,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/110560
Autographa gamma,silver-Y moth,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,,57,0,18,34,no data,no data,no data,https://www.cabi.org/cpc/datasheet/46179
Avena barbata,slender oat,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant,crop",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,47,0,21,0,,no data,,https://www.cabi.org/cpc/datasheet/8057; https://www.cabi.org/isc/datasheet/8057
Avena clauda,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,14,0,7,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112625
Avena eriantha,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,15,0,7,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112627
Avena fatua,wild oat,Plants,Full datasheet,Full datasheet,"pest,hostPlant,invasiveSpecies",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,138,1,72,24,,,,https://www.cabi.org/cpc/datasheet/8058; https://www.cabi.org/isc/datasheet/8058
Avena sterilis,winter wild oat,Plants,Full datasheet,Full datasheet,"pest,hostPlant,invasiveSpecies",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,46,0,29,3,,,,https://www.cabi.org/cpc/datasheet/8062; https://www.cabi.org/isc/datasheet/8062
avian infectious bronchitis virus,,Viruses,Full datasheet,,invasiveSpecies,Virus,,,,Nidovirales,Coronaviridae,invasive,174,0,37,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/92904
avian metapneumovirus,,Viruses,Full datasheet,,invasiveSpecies,Virus,,,,Mononegavirales,Paramyxoviridae,invasive,3,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/92920
Azolla pinnata,mosquito fern,Plants,Full datasheet,Full datasheet,"pest,hostPlant,invasiveSpecies",Eukaryota,Plantae,Pteridophyta,Filicopsida,,Azollaceae,invasive,63,0,57,0,,no data,no data,https://www.cabi.org/cpc/datasheet/8120; https://www.cabi.org/isc/datasheet/8120
Babesia,,Protozoa,Basic datasheet,,invasiveSpecies,Eukaryota,Protista,Protozoa,,Piroplasmorida,Babesiidae,invasive,173,0,44,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/104028
Babesia bigemina,,Protozoa,Full datasheet,,invasiveSpecies,Eukaryota,Protista,Protozoa,,Piroplasmorida,Babesiidae,invasive,27,0,23,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/92968
Babesia bovis,,Protozoa,Full datasheet,,invasiveSpecies,Eukaryota,Protista,Protozoa,,Piroplasmorida,Babesiidae,invasive,25,0,23,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/92969
Babesia caballi,,Protozoa,Full datasheet,,invasiveSpecies,Eukaryota,Protista,Protozoa,,Piroplasmorida,Babesiidae,invasive,16,0,12,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/92970
Babesia canis,,Protozoa,Full datasheet,,invasiveSpecies,Eukaryota,Protista,Protozoa,,Piroplasmorida,Babesiidae,invasive,13,0,8,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/92971
Babesia divergens,,Protozoa,Full datasheet,,invasiveSpecies,Eukaryota,Protista,Protozoa,,Piroplasmorida,Babesiidae,invasive,8,0,3,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/92973
Babesia equi,,Protozoa,Full datasheet,,invasiveSpecies,Eukaryota,Protista,Protozoa,,Piroplasmorida,Babesiidae,invasive,20,0,14,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/92974
Babesia ovis,,Protozoa,Full datasheet,,invasiveSpecies,Eukaryota,Protista,Protozoa,,Piroplasmorida,Babesiidae,invasive,5,0,4,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/92984
Babesia trautmanni,,Protozoa,Full datasheet,,invasiveSpecies,Eukaryota,Protista,Protozoa,,Piroplasmorida,Babesiidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/92994
Bacillus anthracis,,Bacteria,Full datasheet,,invasiveSpecies,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,invasive,175,0,36,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/91844
Bacillus megaterium,antagonist: fungal phytopathogens,Bacteria,,Basic datasheet,"pest,naturalEnemy",Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,6,0,5,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/8205
Bacillus pumilus,,Bacteria,,Basic datasheet,"pest,naturalEnemy",Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,7,0,4,8,no data,no data,no data,https://www.cabi.org/cpc/datasheet/91841
Bactrocera cucurbitae,melon fly,Invertebrates,Full datasheet,Full datasheet,"pest,naturalEnemy,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tephritidae,invasive,100,0,79,61,,,,https://www.cabi.org/cpc/datasheet/17683; https://www.cabi.org/isc/datasheet/17683
Bactrocera latifrons,Solanum fruit fly,Invertebrates,Full datasheet,Full datasheet,"pest,naturalEnemy,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tephritidae,invasive,34,0,28,20,no data,,,https://www.cabi.org/cpc/datasheet/8719; https://www.cabi.org/isc/datasheet/8719
Bagrada hilaris,painted bug,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pentatomidae,,60,0,37,8,no data,no data,no data,https://www.cabi.org/cpc/datasheet/8302
Bakerdania mesembrinae,mushroom red pepper mite,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Arachnida,,Pygmephoridae,,6,0,5,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/50222
Balanites aegyptiaca,simple-thorned torchwood,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant,crop",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Geraniales,Balanitaceae,invasive,69,0,47,0,,no data,,https://www.cabi.org/cpc/datasheet/8311; https://www.cabi.org/isc/datasheet/8311
Bambusa bambos,giant thorny bamboo,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant,crop",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,49,0,42,0,,no data,,https://www.cabi.org/cpc/datasheet/8399; https://www.cabi.org/isc/datasheet/8399
Bambusaspis bambusae,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Asterolecaniidae,invasive,8,0,5,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112656
